year,state,type,energySrc,amount,region
2018,NY,Total Electric Power Industry,Other,873145,Northeast,,,,,
2018,NY,Total Electric Power Industry,Petroleum,1590710,Northeast,,,,,
2018,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,297472,Northeast,,,,,
2018,NY,Total Electric Power Industry,Other Biomass,1615967,Northeast,,,,,
2018,NY,Total Electric Power Industry,Wind,3998333,Northeast,,,,,
2018,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,525768,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Total,908000,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Coal,10943,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,59021,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Natural Gas,622656,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Other Gases,0,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Other,0,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Petroleum,35319,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Wind,5965,Northeast,,,,,
2018,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,174096,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Total,1311587,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Coal,0,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,6149,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Natural Gas,870161,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Other,201821,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Petroleum,13292,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,3889,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Other Biomass,213184,Northeast,,,,,
2018,NY,"Combined Heat and Power, Commercial Power",Wind,3092,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Total,12817947,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Natural Gas,12591573,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Other,69678,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Petroleum,84174,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Other Biomass,72522,Northeast,,,,,
2018,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Total,81823021,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Coal,679442,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4459899,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Natural Gas,26356536,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Nuclear,42919011,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Other,601646,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Petroleum,841695,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,293583,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Other Biomass,1330261,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Wind,3989276,Northeast,,,,,
2018,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,351672,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Total,35659945,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Coal,0,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Pumped Storage,430718,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,25104931,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Natural Gas,10369501,Northeast,,,,,
2018,NY,"Electric Generators, Electric Utilities",Petroleum,616231,Northeast,,,,,
1990,OH,Total Electric Power Industry,Total,127980527,Midwest,,,,,
1990,OH,Total Electric Power Industry,Coal,115832650,Midwest,,,,,
1990,OH,Total Electric Power Industry,Hydroelectric Conventional,181395,Midwest,,,,,
1990,OH,Total Electric Power Industry,Natural Gas,241585,Midwest,,,,,
1990,OH,Total Electric Power Industry,Nuclear,10663897,Midwest,,,,,
1990,OH,Total Electric Power Industry,Other Biomass,304285,Midwest,,,,,
1990,OH,Total Electric Power Industry,Other Gases,64159,Midwest,,,,,
1990,OH,Total Electric Power Industry,Petroleum,374481,Midwest,,,,,
1990,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,318075,Midwest,,,,,
1990,OH,"Electric Generators, Independent Power Producers",Total,8813,Midwest,,,,,
1990,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8813,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Total,126509829,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Coal,115014081,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,172582,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Natural Gas,91191,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Nuclear,10663897,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Other Biomass,266834,Midwest,,,,,
1990,OH,"Electric Generators, Electric Utilities",Petroleum,301244,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Total,1342799,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Coal,816349,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Natural Gas,80413,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Other Gases,64159,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Petroleum,63803,Midwest,,,,,
1990,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,318075,Midwest,,,,,
1990,OH,"Combined Heat and Power, Electric Power",Total,32016,Midwest,,,,,
1990,OH,"Combined Heat and Power, Electric Power",Other Biomass,32016,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Total,87070,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Coal,2220,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Natural Gas,69981,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Other Biomass,5435,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Petroleum,9434,Midwest,,,,,
1990,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0,Midwest,,,,,
1991,OH,Total Electric Power Industry,Total,134036497,Midwest,,,,,
1991,OH,Total Electric Power Industry,Coal,117502355,Midwest,,,,,
1991,OH,Total Electric Power Industry,Hydroelectric Conventional,154224,Midwest,,,,,
1991,OH,Total Electric Power Industry,Natural Gas,364566,Midwest,,,,,
1991,OH,Total Electric Power Industry,Nuclear,14832789,Midwest,,,,,
1991,OH,Total Electric Power Industry,Other Biomass,324478,Midwest,,,,,
1991,OH,Total Electric Power Industry,Other Gases,57312,Midwest,,,,,
1991,OH,Total Electric Power Industry,Petroleum,427742,Midwest,,,,,
1991,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,373031,Midwest,,,,,
1991,OH,"Electric Generators, Independent Power Producers",Total,8813,Midwest,,,,,
1991,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8813,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Total,132693706,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Coal,116813173,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,145411,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Natural Gas,234956,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Nuclear,14832789,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Other Biomass,298016,Midwest,,,,,
1991,OH,"Electric Generators, Electric Utilities",Petroleum,369361,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Total,1238522,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Coal,687452,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Natural Gas,68046,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Other Gases,57312,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Petroleum,52681,Midwest,,,,,
1991,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,373031,Midwest,,,,,
1991,OH,"Combined Heat and Power, Electric Power",Total,26462,Midwest,,,,,
1991,OH,"Combined Heat and Power, Electric Power",Other Biomass,26462,Midwest,,,,,
1991,OH,"Combined Heat and Power, Commercial Power",Total,68994,Midwest,,,,,
1991,OH,"Combined Heat and Power, Commercial Power",Coal,1730,Midwest,,,,,
1991,OH,"Combined Heat and Power, Commercial Power",Natural Gas,61564,Midwest,,,,,
1991,OH,"Combined Heat and Power, Commercial Power",Petroleum,5700,Midwest,,,,,
1992,OH,Total Electric Power Industry,Total,137661728,Midwest,,,,,
1992,OH,Total Electric Power Industry,Coal,121249946,Midwest,,,,,
1992,OH,Total Electric Power Industry,Hydroelectric Conventional,253165,Midwest,,,,,
1992,OH,Total Electric Power Industry,Natural Gas,340236,Midwest,,,,,
1992,OH,Total Electric Power Industry,Nuclear,14805499,Midwest,,,,,
1992,OH,Total Electric Power Industry,Other Biomass,349113,Midwest,,,,,
1992,OH,Total Electric Power Industry,Other Gases,73545,Midwest,,,,,
1992,OH,Total Electric Power Industry,Petroleum,258124,Midwest,,,,,
1992,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,332100,Midwest,,,,,
1992,OH,"Electric Generators, Independent Power Producers",Total,8813,Midwest,,,,,
1992,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8813,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Total,136296552,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Coal,120529191,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,244352,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Natural Gas,212669,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Nuclear,14805499,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Other Biomass,309613,Midwest,,,,,
1992,OH,"Electric Generators, Electric Utilities",Petroleum,195228,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Total,1248825,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Coal,720135,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Natural Gas,66797,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Other Gases,73545,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Petroleum,56248,Midwest,,,,,
1992,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,332100,Midwest,,,,,
1992,OH,"Combined Heat and Power, Electric Power",Total,32738,Midwest,,,,,
1992,OH,"Combined Heat and Power, Electric Power",Other Biomass,32738,Midwest,,,,,
1992,OH,"Combined Heat and Power, Commercial Power",Total,74800,Midwest,,,,,
1992,OH,"Combined Heat and Power, Commercial Power",Coal,620,Midwest,,,,,
1992,OH,"Combined Heat and Power, Commercial Power",Natural Gas,60770,Midwest,,,,,
1992,OH,"Combined Heat and Power, Commercial Power",Other Biomass,6762,Midwest,,,,,
1992,OH,"Combined Heat and Power, Commercial Power",Petroleum,6648,Midwest,,,,,
1993,OH,Total Electric Power Industry,Total,135237292,Midwest,,,,,
1993,OH,Total Electric Power Industry,Coal,123795912,Midwest,,,,,
1993,OH,Total Electric Power Industry,Hydroelectric Conventional,189613,Midwest,,,,,
1993,OH,Total Electric Power Industry,Natural Gas,371452,Midwest,,,,,
1993,OH,Total Electric Power Industry,Nuclear,10010661,Midwest,,,,,
1993,OH,Total Electric Power Industry,Other Biomass,99045,Midwest,,,,,
1993,OH,Total Electric Power Industry,Other Gases,128520,Midwest,,,,,
1993,OH,Total Electric Power Industry,Petroleum,346002,Midwest,,,,,
1993,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,296087,Midwest,,,,,
1993,OH,"Electric Generators, Independent Power Producers",Total,6544,Midwest,,,,,
1993,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,6544,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Total,133735428,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Coal,123024655,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,183069,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Natural Gas,176872,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Nuclear,10010661,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Other Biomass,64134,Midwest,,,,,
1993,OH,"Electric Generators, Electric Utilities",Petroleum,276037,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Total,1405005,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Coal,771257,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Natural Gas,145446,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Other Gases,128520,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Petroleum,63695,Midwest,,,,,
1993,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,296087,Midwest,,,,,
1993,OH,"Combined Heat and Power, Electric Power",Total,26093,Midwest,,,,,
1993,OH,"Combined Heat and Power, Electric Power",Other Biomass,26093,Midwest,,,,,
1993,OH,"Combined Heat and Power, Commercial Power",Total,64222,Midwest,,,,,
1993,OH,"Combined Heat and Power, Commercial Power",Coal,0,Midwest,,,,,
1993,OH,"Combined Heat and Power, Commercial Power",Natural Gas,49134,Midwest,,,,,
1993,OH,"Combined Heat and Power, Commercial Power",Other Biomass,8818,Midwest,,,,,
1993,OH,"Combined Heat and Power, Commercial Power",Petroleum,6270,Midwest,,,,,
1994,OH,Total Electric Power Industry,Total,131763610,Midwest,,,,,
1994,OH,Total Electric Power Industry,Coal,119169558,Midwest,,,,,
1994,OH,Total Electric Power Industry,Hydroelectric Conventional,191771,Midwest,,,,,
1994,OH,Total Electric Power Industry,Natural Gas,371591,Midwest,,,,,
1994,OH,Total Electric Power Industry,Nuclear,10952247,Midwest,,,,,
1994,OH,Total Electric Power Industry,Other Biomass,28830,Midwest,,,,,
1994,OH,Total Electric Power Industry,Other Gases,144300,Midwest,,,,,
1994,OH,Total Electric Power Industry,Petroleum,424488,Midwest,,,,,
1994,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,480825,Midwest,,,,,
1994,OH,"Electric Generators, Independent Power Producers",Total,2950,Midwest,,,,,
1994,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2950,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Total,129020582,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Coal,117354244,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,188821,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Natural Gas,152957,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Nuclear,10952247,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Other Biomass,0,Midwest,,,,,
1994,OH,"Electric Generators, Electric Utilities",Petroleum,372313,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Total,1379118,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Coal,551404,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Natural Gas,155208,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Other Gases,144300,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Petroleum,47381,Midwest,,,,,
1994,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,480825,Midwest,,,,,
1994,OH,"Combined Heat and Power, Electric Power",Total,1304995,Midwest,,,,,
1994,OH,"Combined Heat and Power, Electric Power",Coal,1263743,Midwest,,,,,
1994,OH,"Combined Heat and Power, Electric Power",Natural Gas,20882,Midwest,,,,,
1994,OH,"Combined Heat and Power, Electric Power",Other Biomass,20370,Midwest,,,,,
1994,OH,"Combined Heat and Power, Commercial Power",Total,55965,Midwest,,,,,
1994,OH,"Combined Heat and Power, Commercial Power",Coal,167,Midwest,,,,,
1994,OH,"Combined Heat and Power, Commercial Power",Natural Gas,42544,Midwest,,,,,
1994,OH,"Combined Heat and Power, Commercial Power",Other Biomass,8460,Midwest,,,,,
1994,OH,"Combined Heat and Power, Commercial Power",Petroleum,4794,Midwest,,,,,
1995,OH,Total Electric Power Industry,Total,139343902,Midwest,,,,,
1995,OH,Total Electric Power Industry,Coal,120629428,Midwest,,,,,
1995,OH,Total Electric Power Industry,Hydroelectric Conventional,232221,Midwest,,,,,
1995,OH,Total Electric Power Industry,Natural Gas,724821,Midwest,,,,,
1995,OH,Total Electric Power Industry,Nuclear,16768050,Midwest,,,,,
1995,OH,Total Electric Power Industry,Other Biomass,21860,Midwest,,,,,
1995,OH,Total Electric Power Industry,Other Gases,139069,Midwest,,,,,
1995,OH,Total Electric Power Industry,Petroleum,330064,Midwest,,,,,
1995,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,498389,Midwest,,,,,
1995,OH,"Electric Generators, Independent Power Producers",Total,4762,Midwest,,,,,
1995,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4762,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Total,137860132,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Coal,120043024,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,227459,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Natural Gas,523480,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Nuclear,16768050,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Other Biomass,0,Midwest,,,,,
1995,OH,"Electric Generators, Electric Utilities",Petroleum,298119,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Total,1425403,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Coal,585014,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Natural Gas,173912,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Other Gases,139069,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Petroleum,29019,Midwest,,,,,
1995,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,498389,Midwest,,,,,
1995,OH,"Combined Heat and Power, Electric Power",Total,19979,Midwest,,,,,
1995,OH,"Combined Heat and Power, Electric Power",Other Biomass,19979,Midwest,,,,,
1995,OH,"Combined Heat and Power, Commercial Power",Total,33626,Midwest,,,,,
1995,OH,"Combined Heat and Power, Commercial Power",Coal,1390,Midwest,,,,,
1995,OH,"Combined Heat and Power, Commercial Power",Natural Gas,27429,Midwest,,,,,
1995,OH,"Combined Heat and Power, Commercial Power",Other Biomass,1881,Midwest,,,,,
1995,OH,"Combined Heat and Power, Commercial Power",Petroleum,2926,Midwest,,,,,
1996,OH,Total Electric Power Industry,Total,144437214,Midwest,,,,,
1996,OH,Total Electric Power Industry,Coal,128640943,Midwest,,,,,
1996,OH,Total Electric Power Industry,Hydroelectric Conventional,397354,Midwest,,,,,
1996,OH,Total Electric Power Industry,Natural Gas,410269,Midwest,,,,,
1996,OH,Total Electric Power Industry,Nuclear,13919390,Midwest,,,,,
1996,OH,Total Electric Power Industry,Other Biomass,5829,Midwest,,,,,
1996,OH,Total Electric Power Industry,Other Gases,176515,Midwest,,,,,
1996,OH,Total Electric Power Industry,Petroleum,303872,Midwest,,,,,
1996,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,583042,Midwest,,,,,
1996,OH,"Electric Generators, Independent Power Producers",Total,4880,Midwest,,,,,
1996,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4880,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Total,142900353,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Coal,128125332,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,392474,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Natural Gas,195917,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Nuclear,13919390,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Other Biomass,0,Midwest,,,,,
1996,OH,"Electric Generators, Electric Utilities",Petroleum,267240,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Total,1437370,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Coal,512923,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Natural Gas,175505,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Other Gases,176515,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Petroleum,32364,Midwest,,,,,
1996,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,540063,Midwest,,,,,
1996,OH,"Combined Heat and Power, Electric Power",Total,48770,Midwest,,,,,
1996,OH,"Combined Heat and Power, Electric Power",Natural Gas,335,Midwest,,,,,
1996,OH,"Combined Heat and Power, Electric Power",Other Biomass,5829,Midwest,,,,,
1996,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,42606,Midwest,,,,,
1996,OH,"Combined Heat and Power, Commercial Power",Total,45841,Midwest,,,,,
1996,OH,"Combined Heat and Power, Commercial Power",Coal,2688,Midwest,,,,,
1996,OH,"Combined Heat and Power, Commercial Power",Natural Gas,38512,Midwest,,,,,
1996,OH,"Combined Heat and Power, Commercial Power",Petroleum,4268,Midwest,,,,,
1996,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,373,Midwest,,,,,
1997,OH,Total Electric Power Industry,Total,142811248,Midwest,,,,,
1997,OH,Total Electric Power Industry,Coal,125435419,Midwest,,,,,
1997,OH,Total Electric Power Industry,Hydroelectric Conventional,507368,Midwest,,,,,
1997,OH,Total Electric Power Industry,Natural Gas,468934,Midwest,,,,,
1997,OH,Total Electric Power Industry,Nuclear,15330830,Midwest,,,,,
1997,OH,Total Electric Power Industry,Other Biomass,94,Midwest,,,,,
1997,OH,Total Electric Power Industry,Other Gases,189767,Midwest,,,,,
1997,OH,Total Electric Power Industry,Petroleum,293908,Midwest,,,,,
1997,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,584928,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Total,141248874,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Coal,124909642,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,507368,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Natural Gas,228254,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Nuclear,15330830,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Other Biomass,0,Midwest,,,,,
1997,OH,"Electric Generators, Electric Utilities",Petroleum,272780,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Total,1464989,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Coal,522498,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Natural Gas,197093,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Other Biomass,94,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Other Gases,189767,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Petroleum,16624,Midwest,,,,,
1997,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,538913,Midwest,,,,,
1997,OH,"Combined Heat and Power, Electric Power",Total,44111,Midwest,,,,,
1997,OH,"Combined Heat and Power, Electric Power",Natural Gas,301,Midwest,,,,,
1997,OH,"Combined Heat and Power, Electric Power",Other Biomass,0,Midwest,,,,,
1997,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,43810,Midwest,,,,,
1997,OH,"Combined Heat and Power, Commercial Power",Total,53274,Midwest,,,,,
1997,OH,"Combined Heat and Power, Commercial Power",Coal,3279,Midwest,,,,,
1997,OH,"Combined Heat and Power, Commercial Power",Natural Gas,43286,Midwest,,,,,
1997,OH,"Combined Heat and Power, Commercial Power",Petroleum,4504,Midwest,,,,,
1997,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,2205,Midwest,,,,,
1998,OH,Total Electric Power Industry,Total,147940057,Midwest,,,,,
1998,OH,Total Electric Power Industry,Coal,129223181,Midwest,,,,,
1998,OH,Total Electric Power Industry,Hydroelectric Conventional,406427,Midwest,,,,,
1998,OH,Total Electric Power Industry,Natural Gas,677578,Midwest,,,,,
1998,OH,Total Electric Power Industry,Nuclear,16475732,Midwest,,,,,
1998,OH,Total Electric Power Industry,Other Biomass,241,Midwest,,,,,
1998,OH,Total Electric Power Industry,Other Gases,185762,Midwest,,,,,
1998,OH,Total Electric Power Industry,Petroleum,370838,Midwest,,,,,
1998,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,600298,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Total,146448159,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Coal,128696073,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,406427,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Natural Gas,518519,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Nuclear,16475732,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Other Biomass,0,Midwest,,,,,
1998,OH,"Electric Generators, Electric Utilities",Petroleum,351408,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Total,1285770,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Coal,422251,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Natural Gas,107256,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Other Biomass,241,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Other Gases,185762,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Petroleum,13599,Midwest,,,,,
1998,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,556661,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Total,155195,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Coal,102682,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Natural Gas,8683,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Other Biomass,0,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Petroleum,1920,Midwest,,,,,
1998,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,41910,Midwest,,,,,
1998,OH,"Combined Heat and Power, Commercial Power",Total,50933,Midwest,,,,,
1998,OH,"Combined Heat and Power, Commercial Power",Coal,2175,Midwest,,,,,
1998,OH,"Combined Heat and Power, Commercial Power",Natural Gas,43120,Midwest,,,,,
1998,OH,"Combined Heat and Power, Commercial Power",Petroleum,3911,Midwest,,,,,
1998,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1727,Midwest,,,,,
1999,OH,Total Electric Power Industry,Total,142330431,Midwest,,,,,
1999,OH,Total Electric Power Industry,Coal,123320141,Midwest,,,,,
