year,state,type,energySrc,amount,region
2013,FL,"Electric Generators, Electric Utilities",Coal,44743210.35,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,254214,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Natural Gas,128205004.64,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Nuclear,26525855,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Other Biomass,92433.68,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Petroleum,2536702.43,SouthEast
2013,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,169877,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Total,5506751.24,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Coal,198955.87,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1449273.09,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Other,1693012.13,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Other Biomass,378124.49,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Other Gases,4671.43,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Petroleum,19968.65,SouthEast
2013,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1762745.57,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Total,5216520.9,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Coal,1400388.49,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Natural Gas,3624640.94,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Other,0,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Other Biomass,125232.01,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Petroleum,2939.39,SouthEast
2013,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,63320.07,SouthEast
2013,FL,"Combined Heat and Power, Commercial Power",Total,63979.74,SouthEast
2013,FL,"Combined Heat and Power, Commercial Power",Natural Gas,29712.32,SouthEast
2013,FL,"Combined Heat and Power, Commercial Power",Other Biomass,32502.42,SouthEast
2013,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2013,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1765,SouthEast
2014,FL,Total Electric Power Industry,Total,230015937.3,SouthEast
2014,FL,Total Electric Power Industry,Coal,52053689.13,SouthEast
2014,FL,Total Electric Power Industry,Hydroelectric Conventional,211388,SouthEast
2014,FL,Total Electric Power Industry,Natural Gas,140034069.59,SouthEast
2014,FL,Total Electric Power Industry,Nuclear,27868270,SouthEast
2014,FL,Total Electric Power Industry,Other Gases,6669.44,SouthEast
2014,FL,Total Electric Power Industry,Other,2890815.75,SouthEast
2014,FL,Total Electric Power Industry,Petroleum,1877927.05,SouthEast
2014,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,241684.18,SouthEast
2014,FL,Total Electric Power Industry,Other Biomass,2291815.85,SouthEast
2014,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2539608.31,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Total,5134619.66,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Coal,262053.79,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1266892.31,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Other Gases,6669.44,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Other,1609720.05,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Petroleum,21998.4,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Other Biomass,366337.49,SouthEast
2014,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1600948.18,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Total,66854.05,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Natural Gas,32467.61,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Other,0,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1713.69,SouthEast
2014,FL,"Combined Heat and Power, Commercial Power",Other Biomass,32672.75,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Total,4170130.6,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Coal,1516122.6,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Natural Gas,2424736.44,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Other,0,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Petroleum,3196.62,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Other Biomass,132813.83,SouthEast
2014,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,93261.11,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Total,8673745.49,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Coal,0,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Natural Gas,4833136.04,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Other,1281095.69,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Petroleum,1895.1,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,50522.49,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Other Biomass,1661697.15,SouthEast
2014,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,845399.02,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Total,211970587.5,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Coal,50275512.74,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,211388,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Natural Gas,131476837.2,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Nuclear,27868270,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Petroleum,1850836.93,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,189448,SouthEast
2014,FL,"Electric Generators, Electric Utilities",Other Biomass,98294.63,SouthEast
2015,FL,Total Electric Power Industry,Total,237412633,SouthEast
2015,FL,Total Electric Power Industry,Coal,42904009,SouthEast
2015,FL,Total Electric Power Industry,Hydroelectric Conventional,244294,SouthEast
2015,FL,Total Electric Power Industry,Natural Gas,155824152,SouthEast
2015,FL,Total Electric Power Industry,Nuclear,28121916,SouthEast
2015,FL,Total Electric Power Industry,Other Gases,4774,SouthEast
2015,FL,Total Electric Power Industry,Other,3020545,SouthEast
2015,FL,Total Electric Power Industry,Petroleum,2149515,SouthEast
2015,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,223933,SouthEast
2015,FL,Total Electric Power Industry,Other Biomass,2501859,SouthEast
2015,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2417636,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Total,5356123,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Coal,186886,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1391603,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Other Gases,4774,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Other,1648758,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Petroleum,14226,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Other Biomass,375674,SouthEast
2015,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1734204,SouthEast
2015,FL,"Combined Heat and Power, Commercial Power",Total,79072,SouthEast
2015,FL,"Combined Heat and Power, Commercial Power",Natural Gas,32740,SouthEast
2015,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2015,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1651,SouthEast
2015,FL,"Combined Heat and Power, Commercial Power",Other Biomass,44680,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Total,4011388,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Coal,1128648,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Natural Gas,2676878,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Other,0,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Petroleum,1513,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Other Biomass,124083,SouthEast
2015,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,80266,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Total,9718630,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Coal,0,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Natural Gas,5836254,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Other,1371788,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Petroleum,5865,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,48461,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Other Biomass,1853096,SouthEast
2015,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,603167,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Total,218247420,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Coal,41588475,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,244294,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Natural Gas,145886677,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Nuclear,28121916,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Petroleum,2127911,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,173821,SouthEast
2015,FL,"Electric Generators, Electric Utilities",Other Biomass,104326,SouthEast
2016,FL,Total Electric Power Industry,Total,238262150,SouthEast
2016,FL,Total Electric Power Industry,Coal,39429468,SouthEast
2016,FL,Total Electric Power Industry,Hydroelectric Conventional,174551,SouthEast
2016,FL,Total Electric Power Industry,Natural Gas,158495445,SouthEast
2016,FL,Total Electric Power Industry,Nuclear,29320022,SouthEast
2016,FL,Total Electric Power Industry,Other Gases,4716,SouthEast
2016,FL,Total Electric Power Industry,Other,3150525,SouthEast
2016,FL,Total Electric Power Industry,Petroleum,2820303,SouthEast
2016,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,223983,SouthEast
2016,FL,Total Electric Power Industry,Other Biomass,2671282,SouthEast
2016,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,1971856,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Total,5358371,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Coal,174842,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1450005,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Other Gases,4716,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Other,1677835,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Petroleum,25536,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Other Biomass,358606,SouthEast
2016,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1666832,SouthEast
2016,FL,"Combined Heat and Power, Commercial Power",Total,84478,SouthEast
2016,FL,"Combined Heat and Power, Commercial Power",Natural Gas,33444,SouthEast
2016,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2016,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,3315,SouthEast
2016,FL,"Combined Heat and Power, Commercial Power",Other Biomass,47719,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Total,4452653,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Coal,732653,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Natural Gas,3593508,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Petroleum,2936,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Other Biomass,111644,SouthEast
2016,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,11911,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Total,12123015,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Coal,0,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Natural Gas,8226306,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Other,1472690,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Petroleum,3973,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,61207,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Other Biomass,2065726,SouthEast
2016,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,293113,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Total,216243634,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Coal,38521973,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,174551,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Natural Gas,145192182,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Nuclear,29320022,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Petroleum,2787858,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,159461,SouthEast
2016,FL,"Electric Generators, Electric Utilities",Other Biomass,87587,SouthEast
2017,FL,Total Electric Power Industry,Total,238413437,SouthEast
2017,FL,Total Electric Power Industry,Coal,37512762,SouthEast
2017,FL,Total Electric Power Industry,Hydroelectric Conventional,218299,SouthEast
2017,FL,Total Electric Power Industry,Natural Gas,161104588,SouthEast
2017,FL,Total Electric Power Industry,Nuclear,29146219,SouthEast
2017,FL,Total Electric Power Industry,Other Gases,4904,SouthEast
2017,FL,Total Electric Power Industry,Other,3078159,SouthEast
2017,FL,Total Electric Power Industry,Petroleum,1462884,SouthEast
2017,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,876427,SouthEast
2017,FL,Total Electric Power Industry,Other Biomass,2784879,SouthEast
2017,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2224315,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Total,5188148,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Coal,138657,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1445744,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Other Gases,4904,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Other,1612615,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Petroleum,16926,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,1745,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Other Biomass,381448,SouthEast
2017,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1586108,SouthEast
2017,FL,"Combined Heat and Power, Commercial Power",Total,71665,SouthEast
2017,FL,"Combined Heat and Power, Commercial Power",Natural Gas,24278,SouthEast
2017,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2017,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,3332,SouthEast
2017,FL,"Combined Heat and Power, Commercial Power",Other Biomass,44055,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Total,3095746,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Coal,108933,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Natural Gas,2934563,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Petroleum,0,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Other Biomass,52246,SouthEast
2017,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,3,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Total,7785644,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Coal,0,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Natural Gas,3671812,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Other,1465544,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Petroleum,6467,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,134955,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Other Biomass,2225103,SouthEast
2017,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,281763,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Total,222272234,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Coal,37265172,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,218299,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Natural Gas,153028191,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Nuclear,29146219,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Petroleum,1439492,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,736395,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Other Biomass,82026,SouthEast
2017,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,356440,SouthEast
2018,FL,Total Electric Power Industry,Total,244252035,SouthEast
2018,FL,Total Electric Power Industry,Coal,30272201,SouthEast
2018,FL,Total Electric Power Industry,Hydroelectric Conventional,232574,SouthEast
2018,FL,Total Electric Power Industry,Natural Gas,171872214,SouthEast
2018,FL,Total Electric Power Industry,Nuclear,29312349,SouthEast
2018,FL,Total Electric Power Industry,Other Gases,5488,SouthEast
2018,FL,Total Electric Power Industry,Other,2983320,SouthEast
2018,FL,Total Electric Power Industry,Petroleum,2077358,SouthEast
2018,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,2412063,SouthEast
2018,FL,Total Electric Power Industry,Other Biomass,2568988,SouthEast
2018,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2515480,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Total,5079348,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Coal,97655,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1550018,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Other Gases,5488,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Other,1461129,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Petroleum,23230,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,2417,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Other Biomass,263852,SouthEast
2018,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1675558,SouthEast
2018,FL,"Combined Heat and Power, Commercial Power",Total,80386,SouthEast
2018,FL,"Combined Heat and Power, Commercial Power",Natural Gas,29797,SouthEast
2018,FL,"Combined Heat and Power, Commercial Power",Petroleum,0,SouthEast
2018,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,5839,SouthEast
2018,FL,"Combined Heat and Power, Commercial Power",Other Biomass,44749,SouthEast
2018,FL,"Combined Heat and Power, Electric Power",Total,2179067,SouthEast
2018,FL,"Combined Heat and Power, Electric Power",Natural Gas,2124448,SouthEast
2018,FL,"Combined Heat and Power, Electric Power",Petroleum,0,SouthEast
2018,FL,"Combined Heat and Power, Electric Power",Other Biomass,54618,SouthEast
2018,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Total,9629156,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Coal,0,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Natural Gas,5325099,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Other,1522548,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Petroleum,12106,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,377902,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Other Biomass,2120243,SouthEast
2018,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,271257,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Total,227284079,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Coal,30174545,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,232574,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Natural Gas,162842852,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Nuclear,29312349,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Other,358,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Petroleum,2042022,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2025905,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Other Biomass,85525,SouthEast
2018,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,568665,SouthEast
1990,GA,Total Electric Power Industry,Total,102686240,SouthEast
1990,GA,Total Electric Power Industry,Coal,68545692,SouthEast
1990,GA,Total Electric Power Industry,Hydroelectric Conventional,4589117,SouthEast
1990,GA,Total Electric Power Industry,Natural Gas,830180,SouthEast
1990,GA,Total Electric Power Industry,Nuclear,24796884,SouthEast
1990,GA,Total Electric Power Industry,Other,1,SouthEast
1990,GA,Total Electric Power Industry,Other Biomass,135457,SouthEast
1990,GA,Total Electric Power Industry,Petroleum,499480,SouthEast
1990,GA,Total Electric Power Industry,Pumped Storage,342110,SouthEast
1990,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,2947319,SouthEast
1990,GA,"Electric Generators, Independent Power Producers",Total,8021,SouthEast
1990,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7982,SouthEast
1990,GA,"Electric Generators, Independent Power Producers",Natural Gas,24,SouthEast
1990,GA,"Electric Generators, Independent Power Producers",Petroleum,15,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Total,97565058,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Coal,67564750,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4544712,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Natural Gas,151615,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Nuclear,24796884,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Petroleum,164987,SouthEast
1990,GA,"Electric Generators, Electric Utilities",Pumped Storage,342110,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Total,5110380,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Coal,980942,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,36423,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Natural Gas,678423,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Other,1,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Other Biomass,135457,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Petroleum,331815,SouthEast
1990,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2947319,SouthEast
1990,GA,"Combined Heat and Power, Commercial Power",Total,2781,SouthEast
1990,GA,"Combined Heat and Power, Commercial Power",Natural Gas,118,SouthEast
1990,GA,"Combined Heat and Power, Commercial Power",Petroleum,2663,SouthEast
1991,GA,Total Electric Power Industry,Total,96173131,SouthEast
1991,GA,Total Electric Power Industry,Coal,61034072,SouthEast
1991,GA,Total Electric Power Industry,Hydroelectric Conventional,4232058,SouthEast
1991,GA,Total Electric Power Industry,Natural Gas,809826,SouthEast
1991,GA,Total Electric Power Industry,Nuclear,26016023,SouthEast
1991,GA,Total Electric Power Industry,Other,431,SouthEast
1991,GA,Total Electric Power Industry,Other Biomass,65788,SouthEast
1991,GA,Total Electric Power Industry,Petroleum,541032,SouthEast
1991,GA,Total Electric Power Industry,Pumped Storage,432291,SouthEast
1991,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,3041610,SouthEast
1991,GA,"Electric Generators, Independent Power Producers",Total,7078,SouthEast
1991,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7078,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Total,90809416,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Coal,59985395,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4207061,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Natural Gas,60984,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Nuclear,26016023,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Petroleum,107662,SouthEast
1991,GA,"Electric Generators, Electric Utilities",Pumped Storage,432291,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Total,5353185,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Coal,1048677,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,17919,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Natural Gas,748842,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Other,431,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Other Biomass,65788,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Petroleum,429918,SouthEast
1991,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3041610,SouthEast
1991,GA,"Combined Heat and Power, Commercial Power",Total,3452,SouthEast
1991,GA,"Combined Heat and Power, Commercial Power",Petroleum,3452,SouthEast
1992,GA,Total Electric Power Industry,Total,97358229,SouthEast
1992,GA,Total Electric Power Industry,Coal,59227954,SouthEast
1992,GA,Total Electric Power Industry,Hydroelectric Conventional,4915318,SouthEast
1992,GA,Total Electric Power Industry,Natural Gas,729290,SouthEast
1992,GA,Total Electric Power Industry,Nuclear,27996298,SouthEast
1992,GA,Total Electric Power Industry,Other Biomass,87064,SouthEast
1992,GA,Total Electric Power Industry,Petroleum,813405,SouthEast
1992,GA,Total Electric Power Industry,Pumped Storage,483079,SouthEast
1992,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,3105821,SouthEast
1992,GA,"Electric Generators, Independent Power Producers",Total,8021,SouthEast
1992,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7982,SouthEast
1992,GA,"Electric Generators, Independent Power Producers",Natural Gas,24,SouthEast
1992,GA,"Electric Generators, Independent Power Producers",Petroleum,15,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Total,91779352,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Coal,58235454,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4859204,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Natural Gas,76832,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Nuclear,27996298,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Petroleum,128485,SouthEast
1992,GA,"Electric Generators, Electric Utilities",Pumped Storage,483079,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Total,5567836,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Coal,992500,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,48132,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Natural Gas,652316,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Other Biomass,87064,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Petroleum,682003,SouthEast
1992,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3105821,SouthEast
1992,GA,"Combined Heat and Power, Commercial Power",Total,3020,SouthEast
1992,GA,"Combined Heat and Power, Commercial Power",Natural Gas,118,SouthEast
1992,GA,"Combined Heat and Power, Commercial Power",Petroleum,2902,SouthEast
1993,GA,Total Electric Power Industry,Total,101447571,SouthEast
1993,GA,Total Electric Power Industry,Coal,64252566,SouthEast
1993,GA,Total Electric Power Industry,Hydroelectric Conventional,4456651,SouthEast
1993,GA,Total Electric Power Industry,Natural Gas,696214,SouthEast
1993,GA,Total Electric Power Industry,Nuclear,27233352,SouthEast
1993,GA,Total Electric Power Industry,Other Biomass,113394,SouthEast
1993,GA,Total Electric Power Industry,Petroleum,1137913,SouthEast
