year,state,type,energySrc,amount,region
1999,NJ,"Electric Generators, Electric Utilities",Nuclear,28970893,northeast
1999,NJ,"Electric Generators, Electric Utilities",Petroleum,531959,northeast
1999,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-145413,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Total,3021559,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Natural Gas,2290897,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Other,27640,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Other Biomass,15384,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Other Gases,611649,northeast
1999,NJ,"combined Heat and Power, Industrial Power",Petroleum,75989,northeast
1999,NJ,"combined Heat and Power, Electric Power",Total,13524590,northeast
1999,NJ,"combined Heat and Power, Electric Power",Coal,1676440,northeast
1999,NJ,"combined Heat and Power, Electric Power",Natural Gas,11113974,northeast
1999,NJ,"combined Heat and Power, Electric Power",Other Biomass,577261,northeast
1999,NJ,"combined Heat and Power, Electric Power",Petroleum,156915,northeast
1999,NJ,"combined Heat and Power, Commercial Power",Total,160361,northeast
1999,NJ,"combined Heat and Power, Commercial Power",Natural Gas,158975,northeast
1999,NJ,"combined Heat and Power, Commercial Power",Other Biomass,625,northeast
1999,NJ,"combined Heat and Power, Commercial Power",Petroleum,761,northeast
2000,NJ,Total Electric Power Industry,Total,58085215,northeast
2000,NJ,Total Electric Power Industry,Coal,10090115,northeast
2000,NJ,Total Electric Power Industry,Hydroelectric Conventional,14036,northeast
2000,NJ,Total Electric Power Industry,Natural Gas,16509249,northeast
2000,NJ,Total Electric Power Industry,Nuclear,28578119,northeast
2000,NJ,Total Electric Power Industry,Other Biomass,1364314,northeast
2000,NJ,Total Electric Power Industry,Other Gases,584734,northeast
2000,NJ,Total Electric Power Industry,Petroleum,1085276,northeast
2000,NJ,Total Electric Power Industry,Pumped Storage,-140628,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Total,15677331,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Coal,2226393,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,14036,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Natural Gas,1793228,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Nuclear,10406862,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Other Biomass,834897,northeast
2000,NJ,"Electric Generators, Independent Power Producers",Petroleum,401915,northeast
2000,NJ,"Electric Generators, Electric Utilities",Total,25254292,northeast
2000,NJ,"Electric Generators, Electric Utilities",Coal,5317916,northeast
2000,NJ,"Electric Generators, Electric Utilities",Natural Gas,1610650,northeast
2000,NJ,"Electric Generators, Electric Utilities",Nuclear,18171257,northeast
2000,NJ,"Electric Generators, Electric Utilities",Petroleum,295097,northeast
2000,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-140628,northeast
2000,NJ,"combined Heat and Power, Industrial Power",Total,2888914,northeast
2000,NJ,"combined Heat and Power, Industrial Power",Natural Gas,2225579,northeast
2000,NJ,"combined Heat and Power, Industrial Power",Other Biomass,13427,northeast
2000,NJ,"combined Heat and Power, Industrial Power",Other Gases,584734,northeast
2000,NJ,"combined Heat and Power, Industrial Power",Petroleum,65174,northeast
2000,NJ,"combined Heat and Power, Electric Power",Total,14103680,northeast
2000,NJ,"combined Heat and Power, Electric Power",Coal,2545806,northeast
2000,NJ,"combined Heat and Power, Electric Power",Natural Gas,10723224,northeast
2000,NJ,"combined Heat and Power, Electric Power",Other Biomass,515251,northeast
2000,NJ,"combined Heat and Power, Electric Power",Petroleum,319399,northeast
2000,NJ,"combined Heat and Power, Commercial Power",Total,160998,northeast
2000,NJ,"combined Heat and Power, Commercial Power",Natural Gas,156568,northeast
2000,NJ,"combined Heat and Power, Commercial Power",Other Biomass,739,northeast
2000,NJ,"combined Heat and Power, Commercial Power",Petroleum,3691,northeast
2001,NJ,Total Electric Power Industry,Total,59421260,northeast
2001,NJ,Total Electric Power Industry,Coal,9319040,northeast
2001,NJ,Total Electric Power Industry,Hydroelectric Conventional,18002,northeast
2001,NJ,Total Electric Power Industry,Natural Gas,16708201,northeast
2001,NJ,Total Electric Power Industry,Nuclear,30469230,northeast
2001,NJ,Total Electric Power Industry,Other,459385,northeast
2001,NJ,Total Electric Power Industry,Other Biomass,843632,northeast
2001,NJ,Total Electric Power Industry,Other Gases,448885,northeast
2001,NJ,Total Electric Power Industry,Petroleum,1296625,northeast
2001,NJ,Total Electric Power Industry,Pumped Storage,-141740,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Total,41096664,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Coal,5023000,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,18002,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Natural Gas,3997763,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Nuclear,30469230,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Other,258077,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Other Biomass,524545,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Other Gases,0,northeast
2001,NJ,"Electric Generators, Independent Power Producers",Petroleum,806047,northeast
2001,NJ,"Electric Generators, Electric Utilities",Total,1630319,northeast
2001,NJ,"Electric Generators, Electric Utilities",Coal,1439282,northeast
2001,NJ,"Electric Generators, Electric Utilities",Natural Gas,102255,northeast
2001,NJ,"Electric Generators, Electric Utilities",Petroleum,230522,northeast
2001,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-141740,northeast
2001,NJ,"combined Heat and Power, Industrial Power",Total,3104434,northeast
2001,NJ,"combined Heat and Power, Industrial Power",Natural Gas,2550530,northeast
2001,NJ,"combined Heat and Power, Industrial Power",Other Biomass,11789,northeast
2001,NJ,"combined Heat and Power, Industrial Power",Other Gases,448885,northeast
2001,NJ,"combined Heat and Power, Industrial Power",Petroleum,93230,northeast
2001,NJ,"combined Heat and Power, Electric Power",Total,13417701,northeast
2001,NJ,"combined Heat and Power, Electric Power",Coal,2856758,northeast
2001,NJ,"combined Heat and Power, Electric Power",Natural Gas,9889532,northeast
2001,NJ,"combined Heat and Power, Electric Power",Other,201308,northeast
2001,NJ,"combined Heat and Power, Electric Power",Other Biomass,306342,northeast
2001,NJ,"combined Heat and Power, Electric Power",Petroleum,163761,northeast
2001,NJ,"combined Heat and Power, Commercial Power",Total,172142,northeast
2001,NJ,"combined Heat and Power, Commercial Power",Natural Gas,168121,northeast
2001,NJ,"combined Heat and Power, Commercial Power",Other Biomass,956,northeast
2001,NJ,"combined Heat and Power, Commercial Power",Petroleum,3065,northeast
2002,NJ,Total Electric Power Industry,Total,61569387,northeast
2002,NJ,Total Electric Power Industry,Coal,9605054,northeast
2002,NJ,Total Electric Power Industry,Hydroelectric Conventional,12030,northeast
2002,NJ,Total Electric Power Industry,Natural Gas,19069358,northeast
2002,NJ,Total Electric Power Industry,Nuclear,30865675,northeast
2002,NJ,Total Electric Power Industry,Other,494755,northeast
2002,NJ,Total Electric Power Industry,Other Biomass,847199,northeast
2002,NJ,Total Electric Power Industry,Other Gases,90483,northeast
2002,NJ,Total Electric Power Industry,Petroleum,730633,northeast
2002,NJ,Total Electric Power Industry,Pumped Storage,-145800,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Total,43923506,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Coal,5294525,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12030,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Natural Gas,6518195,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Nuclear,30865675,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Other,278645,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Other Biomass,531165,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Other Gases,1745,northeast
2002,NJ,"Electric Generators, Independent Power Producers",Petroleum,421526,northeast
2002,NJ,"Electric Generators, Electric Utilities",Total,1569056,northeast
2002,NJ,"Electric Generators, Electric Utilities",Coal,1416711,northeast
2002,NJ,"Electric Generators, Electric Utilities",Natural Gas,95631,northeast
2002,NJ,"Electric Generators, Electric Utilities",Petroleum,202514,northeast
2002,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-145800,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Total,2264706,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Natural Gas,2088454,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Other,11538,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Other Biomass,12896,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Other Gases,88738,northeast
2002,NJ,"combined Heat and Power, Industrial Power",Petroleum,63081,northeast
2002,NJ,"combined Heat and Power, Electric Power",Total,13693151,northeast
2002,NJ,"combined Heat and Power, Electric Power",Coal,2893818,northeast
2002,NJ,"combined Heat and Power, Electric Power",Natural Gas,10252417,northeast
2002,NJ,"combined Heat and Power, Electric Power",Other,204572,northeast
2002,NJ,"combined Heat and Power, Electric Power",Other Biomass,300205,northeast
2002,NJ,"combined Heat and Power, Electric Power",Petroleum,42139,northeast
2002,NJ,"combined Heat and Power, Commercial Power",Total,118967,northeast
2002,NJ,"combined Heat and Power, Commercial Power",Natural Gas,114661,northeast
2002,NJ,"combined Heat and Power, Commercial Power",Other Biomass,2933,northeast
2002,NJ,"combined Heat and Power, Commercial Power",Petroleum,1373,northeast
2003,NJ,Total Electric Power Industry,Total,57399351,northeast
2003,NJ,Total Electric Power Industry,Coal,9789563,northeast
2003,NJ,Total Electric Power Industry,Hydroelectric Conventional,38891,northeast
2003,NJ,Total Electric Power Industry,Natural Gas,14775577,northeast
2003,NJ,Total Electric Power Industry,Nuclear,29709201,northeast
2003,NJ,Total Electric Power Industry,Other,502304,northeast
2003,NJ,Total Electric Power Industry,Other Biomass,906771,northeast
2003,NJ,Total Electric Power Industry,Other Gases,255374,northeast
2003,NJ,Total Electric Power Industry,Petroleum,1541553,northeast
2003,NJ,Total Electric Power Industry,Pumped Storage,-119882,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Total,41228304,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Coal,4992755,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,38891,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Natural Gas,4282200,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Nuclear,29709201,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Other,491761,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Other Biomass,773501,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Other Gases,1256,northeast
2003,NJ,"Electric Generators, Independent Power Producers",Petroleum,938739,northeast
2003,NJ,"Electric Generators, Electric Utilities",Total,1910115,northeast
2003,NJ,"Electric Generators, Electric Utilities",Coal,1792734,northeast
2003,NJ,"Electric Generators, Electric Utilities",Natural Gas,28246,northeast
2003,NJ,"Electric Generators, Electric Utilities",Petroleum,209017,northeast
2003,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-119882,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Total,1350960,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Natural Gas,979894,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Other,10543,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Other Biomass,0,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Other Gases,254118,northeast
2003,NJ,"combined Heat and Power, Industrial Power",Petroleum,106405,northeast
2003,NJ,"combined Heat and Power, Electric Power",Total,12777285,northeast
2003,NJ,"combined Heat and Power, Electric Power",Coal,3004074,northeast
2003,NJ,"combined Heat and Power, Electric Power",Natural Gas,9355542,northeast
2003,NJ,"combined Heat and Power, Electric Power",Other Biomass,133176,northeast
2003,NJ,"combined Heat and Power, Electric Power",Petroleum,284493,northeast
2003,NJ,"combined Heat and Power, Commercial Power",Total,132687,northeast
2003,NJ,"combined Heat and Power, Commercial Power",Natural Gas,129695,northeast
2003,NJ,"combined Heat and Power, Commercial Power",Other Biomass,94,northeast
2003,NJ,"combined Heat and Power, Commercial Power",Petroleum,2898,northeast
2004,NJ,Total Electric Power Industry,Total,55882342,northeast
2004,NJ,Total Electric Power Industry,Coal,10322484,northeast
2004,NJ,Total Electric Power Industry,Hydroelectric Conventional,37503,northeast
2004,NJ,Total Electric Power Industry,Natural Gas,15962195,northeast
2004,NJ,Total Electric Power Industry,Nuclear,27081566,northeast
2004,NJ,Total Electric Power Industry,Other,496369,northeast
2004,NJ,Total Electric Power Industry,Other Biomass,805832,northeast
2004,NJ,Total Electric Power Industry,Other Gases,38779,northeast
2004,NJ,Total Electric Power Industry,Petroleum,1424853,northeast
2004,NJ,Total Electric Power Industry,Pumped Storage,-287239,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Total,42169433,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Coal,5256836,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,36248,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Natural Gas,7806415,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Nuclear,27081566,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Other,496369,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Other Biomass,801655,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Other Gases,0,northeast
2004,NJ,"Electric Generators, Independent Power Producers",Petroleum,690344,northeast
2004,NJ,"Electric Generators, Electric Utilities",Total,1648908,northeast
2004,NJ,"Electric Generators, Electric Utilities",Coal,1800845,northeast
2004,NJ,"Electric Generators, Electric Utilities",Natural Gas,36476,northeast
2004,NJ,"Electric Generators, Electric Utilities",Petroleum,98826,northeast
2004,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-287239,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Total,1253726,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Hydroelectric Conventional,1255,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Natural Gas,869013,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Other,0,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Other Biomass,2645,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Other Gases,38439,northeast
2004,NJ,"combined Heat and Power, Industrial Power",Petroleum,342374,northeast
2004,NJ,"combined Heat and Power, Electric Power",Total,10704736,northeast
2004,NJ,"combined Heat and Power, Electric Power",Coal,3264803,northeast
2004,NJ,"combined Heat and Power, Electric Power",Natural Gas,7149094,northeast
2004,NJ,"combined Heat and Power, Electric Power",Other Gases,340,northeast
2004,NJ,"combined Heat and Power, Electric Power",Petroleum,290499,northeast
2004,NJ,"combined Heat and Power, Commercial Power",Total,105538,northeast
2004,NJ,"combined Heat and Power, Commercial Power",Natural Gas,101197,northeast
2004,NJ,"combined Heat and Power, Commercial Power",Other Biomass,1532,northeast
2004,NJ,"combined Heat and Power, Commercial Power",Petroleum,2809,northeast
2005,NJ,Total Electric Power Industry,Total,60549583,northeast
2005,NJ,Total Electric Power Industry,Coal,11625419,northeast
2005,NJ,Total Electric Power Industry,Hydroelectric Conventional,31113,northeast
2005,NJ,Total Electric Power Industry,Natural Gas,15366165,northeast
2005,NJ,Total Electric Power Industry,Nuclear,31391685,northeast
2005,NJ,Total Electric Power Industry,Other,537609,northeast
2005,NJ,Total Electric Power Industry,Other Biomass,874905,northeast
2005,NJ,Total Electric Power Industry,Other Gases,64932,northeast
2005,NJ,Total Electric Power Industry,Petroleum,940463,northeast
2005,NJ,Total Electric Power Industry,Pumped Storage,-282707,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Total,46808569,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Coal,6769391,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,29392,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Natural Gas,6707617,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Nuclear,31391685,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Other,479604,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Other Biomass,872481,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Other Gases,0,northeast
2005,NJ,"Electric Generators, Independent Power Producers",Petroleum,558399,northeast
2005,NJ,"Electric Generators, Electric Utilities",Total,1248594,northeast
2005,NJ,"Electric Generators, Electric Utilities",Coal,1376852,northeast
2005,NJ,"Electric Generators, Electric Utilities",Natural Gas,32351,northeast
2005,NJ,"Electric Generators, Electric Utilities",Petroleum,122098,northeast
2005,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-282707,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Total,1057484,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Hydroelectric Conventional,1721,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Natural Gas,877044,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Other,58005,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Other Biomass,2005,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Other Gases,64901,northeast
2005,NJ,"combined Heat and Power, Industrial Power",Petroleum,53808,northeast
2005,NJ,"combined Heat and Power, Electric Power",Total,11364634,northeast
2005,NJ,"combined Heat and Power, Electric Power",Coal,3479176,northeast
2005,NJ,"combined Heat and Power, Electric Power",Natural Gas,7682243,northeast
2005,NJ,"combined Heat and Power, Electric Power",Other Gases,31,northeast
2005,NJ,"combined Heat and Power, Electric Power",Petroleum,203185,northeast
2005,NJ,"combined Heat and Power, Commercial Power",Total,70301,northeast
2005,NJ,"combined Heat and Power, Commercial Power",Natural Gas,66910,northeast
2005,NJ,"combined Heat and Power, Commercial Power",Other Biomass,420,northeast
2005,NJ,"combined Heat and Power, Commercial Power",Petroleum,2972,northeast
2006,NJ,Total Electric Power Industry,Total,60700139,northeast
2006,NJ,Total Electric Power Industry,Coal,10861925,northeast
2006,NJ,Total Electric Power Industry,Hydroelectric Conventional,35436,northeast
2006,NJ,Total Electric Power Industry,Natural Gas,15668374,northeast
2006,NJ,Total Electric Power Industry,Nuclear,32567885,northeast
2006,NJ,Total Electric Power Industry,Other,568551,northeast
2006,NJ,Total Electric Power Industry,Other Biomass,900792,northeast
2006,NJ,Total Electric Power Industry,Other Gases,110265,northeast
2006,NJ,Total Electric Power Industry,Petroleum,269519,northeast
2006,NJ,Total Electric Power Industry,Pumped Storage,-298601,northeast
2006,NJ,Total Electric Power Industry,Wind,15991,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Total,48723256,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Coal,6148006,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34076,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Natural Gas,8457047,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Nuclear,32567885,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Other,499028,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Other Biomass,897904,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Petroleum,103319,northeast
2006,NJ,"Electric Generators, Independent Power Producers",Wind,15991,northeast
2006,NJ,"Electric Generators, Electric Utilities",Total,1042511,northeast
2006,NJ,"Electric Generators, Electric Utilities",Coal,1213235,northeast
2006,NJ,"Electric Generators, Electric Utilities",Natural Gas,29272,northeast
2006,NJ,"Electric Generators, Electric Utilities",Petroleum,98605,northeast
2006,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-298601,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Total,820180,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Hydroelectric Conventional,1360,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Natural Gas,634933,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Other,69523,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Other Biomass,2889,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Other Gases,110265,northeast
2006,NJ,"combined Heat and Power, Industrial Power",Petroleum,1209,northeast
2006,NJ,"combined Heat and Power, Electric Power",Total,9999001,northeast
2006,NJ,"combined Heat and Power, Electric Power",Coal,3500684,northeast
2006,NJ,"combined Heat and Power, Electric Power",Natural Gas,6432540,northeast
2006,NJ,"combined Heat and Power, Electric Power",Other Gases,0,northeast
2006,NJ,"combined Heat and Power, Electric Power",Petroleum,65777,northeast
2006,NJ,"combined Heat and Power, Commercial Power",Total,115191,northeast
2006,NJ,"combined Heat and Power, Commercial Power",Natural Gas,114582,northeast
2006,NJ,"combined Heat and Power, Commercial Power",Other Biomass,0,northeast
2006,NJ,"combined Heat and Power, Commercial Power",Petroleum,609,northeast
2007,NJ,Total Electric Power Industry,Total,62671245,northeast
2007,NJ,Total Electric Power Industry,Coal,10210670,northeast
2007,NJ,Total Electric Power Industry,Hydroelectric Conventional,20909,northeast
2007,NJ,Total Electric Power Industry,Natural Gas,18752332,northeast
2007,NJ,Total Electric Power Industry,Nuclear,32010376,northeast
2007,NJ,Total Electric Power Industry,Other,488994,northeast
2007,NJ,Total Electric Power Industry,Other Biomass,823166,northeast
2007,NJ,Total Electric Power Industry,Other Gases,160549,northeast
2007,NJ,Total Electric Power Industry,Petroleum,452771,northeast
2007,NJ,Total Electric Power Industry,Pumped Storage,-268934,northeast
2007,NJ,Total Electric Power Industry,Wind,20412,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Total,51439368,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Coal,6633314,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,20909,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Natural Gas,11098428,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Nuclear,32010376,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Other,488994,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Other Biomass,822453,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Petroleum,344482,northeast
2007,NJ,"Electric Generators, Independent Power Producers",Wind,20412,northeast
2007,NJ,"Electric Generators, Electric Utilities",Total,-191300,northeast
2007,NJ,"Electric Generators, Electric Utilities",Coal,51331,northeast
2007,NJ,"Electric Generators, Electric Utilities",Natural Gas,17462,northeast
2007,NJ,"Electric Generators, Electric Utilities",Petroleum,8841,northeast
2007,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-268934,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Total,689974,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Natural Gas,527831,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Other,0,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Other Biomass,712,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Other Gases,160136,northeast
2007,NJ,"combined Heat and Power, Industrial Power",Petroleum,1295,northeast
2007,NJ,"combined Heat and Power, Electric Power",Total,10652566,northeast
2007,NJ,"combined Heat and Power, Electric Power",Coal,3526025,northeast
2007,NJ,"combined Heat and Power, Electric Power",Natural Gas,7029935,northeast
2007,NJ,"combined Heat and Power, Electric Power",Other Gases,414,northeast
2007,NJ,"combined Heat and Power, Electric Power",Petroleum,96193,northeast
2007,NJ,"combined Heat and Power, Commercial Power",Total,80637,northeast
2007,NJ,"combined Heat and Power, Commercial Power",Natural Gas,78675,northeast
2007,NJ,"combined Heat and Power, Commercial Power",Other Biomass,1,northeast
2007,NJ,"combined Heat and Power, Commercial Power",Petroleum,1961,northeast
2008,NJ,Total Electric Power Industry,Total,63674789,northeast
2008,NJ,Total Electric Power Industry,Coal,9028491,northeast
2008,NJ,Total Electric Power Industry,Hydroelectric Conventional,25773,northeast
2008,NJ,Total Electric Power Industry,Natural Gas,20751755,northeast
2008,NJ,Total Electric Power Industry,Nuclear,32194798,northeast
2008,NJ,Total Electric Power Industry,Other,559390,northeast
2008,NJ,Total Electric Power Industry,Other Biomass,881736,northeast
2008,NJ,Total Electric Power Industry,Other Gases,158826,northeast
2008,NJ,Total Electric Power Industry,Petroleum,325312,northeast
2008,NJ,Total Electric Power Industry,Pumped Storage,-274845,northeast
2008,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,2669,northeast
2008,NJ,Total Electric Power Industry,Wind,20885,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Total,52291974,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Coal,5354702,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,25773,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Natural Gas,13114363,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Nuclear,32194798,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Other,496494,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Other Biomass,878731,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Petroleum,203558,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2669,northeast
2008,NJ,"Electric Generators, Independent Power Producers",Wind,20885,northeast
2008,NJ,"Electric Generators, Electric Utilities",Total,-206308,northeast
2008,NJ,"Electric Generators, Electric Utilities",Coal,39614,northeast
2008,NJ,"Electric Generators, Electric Utilities",Natural Gas,14984,northeast
2008,NJ,"Electric Generators, Electric Utilities",Petroleum,13938,northeast
2008,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-274845,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Total,761694,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Natural Gas,538285,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Other,62896,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Other Biomass,883,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Other Gases,158826,northeast
2008,NJ,"combined Heat and Power, Industrial Power",Petroleum,805,northeast
2008,NJ,"combined Heat and Power, Electric Power",Total,10739832,northeast
2008,NJ,"combined Heat and Power, Electric Power",Coal,3634174,northeast
2008,NJ,"combined Heat and Power, Electric Power",Natural Gas,6999850,northeast
2008,NJ,"combined Heat and Power, Electric Power",Other Gases,0,northeast
2008,NJ,"combined Heat and Power, Electric Power",Petroleum,105808,northeast
2008,NJ,"combined Heat and Power, Commercial Power",Total,87597,northeast
2008,NJ,"combined Heat and Power, Commercial Power",Natural Gas,84272,northeast
2008,NJ,"combined Heat and Power, Commercial Power",Other Biomass,2122,northeast
2008,NJ,"combined Heat and Power, Commercial Power",Petroleum,1203,northeast
2009,NJ,Total Electric Power Industry,Total,61811239,northeast
2009,NJ,Total Electric Power Industry,Coal,5099868,northeast
2009,NJ,Total Electric Power Industry,Hydroelectric Conventional,32081,northeast
2009,NJ,Total Electric Power Industry,Natural Gas,20624990,northeast
2009,NJ,Total Electric Power Industry,Nuclear,34327954,northeast
2009,NJ,Total Electric Power Industry,Other,520308,northeast
2009,NJ,Total Electric Power Industry,Other Biomass,928206,northeast
2009,NJ,Total Electric Power Industry,Other Gases,169730,northeast
2009,NJ,Total Electric Power Industry,Petroleum,278191,northeast
2009,NJ,Total Electric Power Industry,Pumped Storage,-201714,northeast
2009,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,10707,northeast
2009,NJ,Total Electric Power Industry,Wind,20918,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Total,52181631,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Coal,3130473,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,32081,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Natural Gas,13582525,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Nuclear,34327954,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Other,317873,northeast
2009,NJ,"Electric Generators, Independent Power Producers",Other Biomass,592395,northeast
