year,state,type,energySrc,amount,region
1993,AZ,"combined Heat and Power, Commercial Power",Petroleum,840,southwest
1994,AZ,Total Electric Power Industry,Total,71934496,southwest
1994,AZ,Total Electric Power Industry,Coal,38343130,southwest
1994,AZ,Total Electric Power Industry,Hydroelectric Conventional,7365425,southwest
1994,AZ,Total Electric Power Industry,Natural Gas,2483535,southwest
1994,AZ,Total Electric Power Industry,Nuclear,23170894,southwest
1994,AZ,Total Electric Power Industry,Petroleum,152170,southwest
1994,AZ,Total Electric Power Industry,Pumped Storage,304437,southwest
1994,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,114905,southwest
1994,AZ,"Electric Generators, Electric Utilities",Total,71203728,southwest
1994,AZ,"Electric Generators, Electric Utilities",Coal,38072165,southwest
1994,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7365425,southwest
1994,AZ,"Electric Generators, Electric Utilities",Natural Gas,2162370,southwest
1994,AZ,"Electric Generators, Electric Utilities",Nuclear,23170894,southwest
1994,AZ,"Electric Generators, Electric Utilities",Petroleum,128437,southwest
1994,AZ,"Electric Generators, Electric Utilities",Pumped Storage,304437,southwest
1994,AZ,"combined Heat and Power, Industrial Power",Total,425457,southwest
1994,AZ,"combined Heat and Power, Industrial Power",Coal,270965,southwest
1994,AZ,"combined Heat and Power, Industrial Power",Natural Gas,17088,southwest
1994,AZ,"combined Heat and Power, Industrial Power",Petroleum,22499,southwest
1994,AZ,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,114905,southwest
1994,AZ,"combined Heat and Power, Electric Power",Total,271485,southwest
1994,AZ,"combined Heat and Power, Electric Power",Natural Gas,271485,southwest
1994,AZ,"combined Heat and Power, Commercial Power",Total,33826,southwest
1994,AZ,"combined Heat and Power, Commercial Power",Natural Gas,32592,southwest
1994,AZ,"combined Heat and Power, Commercial Power",Petroleum,1234,southwest
1995,AZ,Total Electric Power Industry,Total,69780939,southwest
1995,AZ,Total Electric Power Industry,Coal,31951659,southwest
1995,AZ,Total Electric Power Industry,Hydroelectric Conventional,8288419,southwest
1995,AZ,Total Electric Power Industry,Natural Gas,2192947,southwest
1995,AZ,Total Electric Power Industry,Nuclear,26984507,southwest
1995,AZ,Total Electric Power Industry,Petroleum,82557,southwest
1995,AZ,Total Electric Power Industry,Pumped Storage,190029,southwest
1995,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,90821,southwest
1995,AZ,"Electric Generators, Electric Utilities",Total,68966538,southwest
1995,AZ,"Electric Generators, Electric Utilities",Coal,31710476,southwest
1995,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8288419,southwest
1995,AZ,"Electric Generators, Electric Utilities",Natural Gas,1729497,southwest
1995,AZ,"Electric Generators, Electric Utilities",Nuclear,26984507,southwest
1995,AZ,"Electric Generators, Electric Utilities",Petroleum,63610,southwest
1995,AZ,"Electric Generators, Electric Utilities",Pumped Storage,190029,southwest
1995,AZ,"combined Heat and Power, Industrial Power",Total,383821,southwest
1995,AZ,"combined Heat and Power, Industrial Power",Coal,241183,southwest
1995,AZ,"combined Heat and Power, Industrial Power",Natural Gas,34104,southwest
1995,AZ,"combined Heat and Power, Industrial Power",Petroleum,17713,southwest
1995,AZ,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,90821,southwest
1995,AZ,"combined Heat and Power, Electric Power",Total,398613,southwest
1995,AZ,"combined Heat and Power, Electric Power",Natural Gas,398613,southwest
1995,AZ,"combined Heat and Power, Commercial Power",Total,31967,southwest
1995,AZ,"combined Heat and Power, Commercial Power",Natural Gas,30733,southwest
1995,AZ,"combined Heat and Power, Commercial Power",Petroleum,1234,southwest
1996,AZ,Total Electric Power Industry,Total,71654818,southwest
1996,AZ,Total Electric Power Industry,Coal,31032541,southwest
1996,AZ,Total Electric Power Industry,Hydroelectric Conventional,9214356,southwest
1996,AZ,Total Electric Power Industry,Natural Gas,2156382,southwest
1996,AZ,Total Electric Power Industry,Nuclear,28839587,southwest
1996,AZ,Total Electric Power Industry,Petroleum,69810,southwest
1996,AZ,Total Electric Power Industry,Pumped Storage,265397,southwest
1996,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,76745,southwest
1996,AZ,"Electric Generators, Electric Utilities",Total,70877043,southwest
1996,AZ,"Electric Generators, Electric Utilities",Coal,30780575,southwest
1996,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9214356,southwest
1996,AZ,"Electric Generators, Electric Utilities",Natural Gas,1712031,southwest
1996,AZ,"Electric Generators, Electric Utilities",Nuclear,28839587,southwest
1996,AZ,"Electric Generators, Electric Utilities",Petroleum,65097,southwest
1996,AZ,"Electric Generators, Electric Utilities",Pumped Storage,265397,southwest
1996,AZ,"combined Heat and Power, Industrial Power",Total,367791,southwest
1996,AZ,"combined Heat and Power, Industrial Power",Coal,251966,southwest
1996,AZ,"combined Heat and Power, Industrial Power",Natural Gas,35330,southwest
1996,AZ,"combined Heat and Power, Industrial Power",Petroleum,3750,southwest
1996,AZ,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,76745,southwest
1996,AZ,"combined Heat and Power, Electric Power",Total,388256,southwest
1996,AZ,"combined Heat and Power, Electric Power",Natural Gas,388256,southwest
1996,AZ,"combined Heat and Power, Commercial Power",Total,21728,southwest
1996,AZ,"combined Heat and Power, Commercial Power",Natural Gas,20765,southwest
1996,AZ,"combined Heat and Power, Commercial Power",Petroleum,963,southwest
1997,AZ,Total Electric Power Industry,Total,78825200,southwest
1997,AZ,Total Electric Power Industry,Coal,34478848,southwest
1997,AZ,Total Electric Power Industry,Hydroelectric Conventional,12049393,southwest
1997,AZ,Total Electric Power Industry,Natural Gas,2483810,southwest
1997,AZ,Total Electric Power Industry,Nuclear,29314200,southwest
1997,AZ,Total Electric Power Industry,Petroleum,65681,southwest
1997,AZ,Total Electric Power Industry,Pumped Storage,352098,southwest
1997,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,southwest
1997,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,81170,southwest
1997,AZ,"Electric Generators, Electric Utilities",Total,78060498,southwest
1997,AZ,"Electric Generators, Electric Utilities",Coal,34219281,southwest
1997,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,12049393,southwest
1997,AZ,"Electric Generators, Electric Utilities",Natural Gas,2064599,southwest
1997,AZ,"Electric Generators, Electric Utilities",Nuclear,29314200,southwest
1997,AZ,"Electric Generators, Electric Utilities",Petroleum,60927,southwest
1997,AZ,"Electric Generators, Electric Utilities",Pumped Storage,352098,southwest
1997,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0,southwest
1997,AZ,"combined Heat and Power, Industrial Power",Total,363391,southwest
1997,AZ,"combined Heat and Power, Industrial Power",Coal,259567,southwest
1997,AZ,"combined Heat and Power, Industrial Power",Natural Gas,18410,southwest
1997,AZ,"combined Heat and Power, Industrial Power",Petroleum,4244,southwest
1997,AZ,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,81170,southwest
1997,AZ,"combined Heat and Power, Electric Power",Total,382526,southwest
1997,AZ,"combined Heat and Power, Electric Power",Natural Gas,382526,southwest
1997,AZ,"combined Heat and Power, Commercial Power",Total,18785,southwest
1997,AZ,"combined Heat and Power, Commercial Power",Natural Gas,18275,southwest
1997,AZ,"combined Heat and Power, Commercial Power",Petroleum,510,southwest
1998,AZ,Total Electric Power Industry,Total,82095072,southwest
1998,AZ,Total Electric Power Industry,Coal,36563427,southwest
1998,AZ,Total Electric Power Industry,Hydroelectric Conventional,10970189,southwest
1998,AZ,Total Electric Power Industry,Natural Gas,3928204,southwest
1998,AZ,Total Electric Power Industry,Nuclear,30301045,southwest
1998,AZ,Total Electric Power Industry,Petroleum,63216,southwest
1998,AZ,Total Electric Power Industry,Pumped Storage,268991,southwest
1998,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,southwest
1998,AZ,"Electric Generators, Electric Utilities",Total,81299241,southwest
1998,AZ,"Electric Generators, Electric Utilities",Coal,36225373,southwest
1998,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,10970189,southwest
1998,AZ,"Electric Generators, Electric Utilities",Natural Gas,3472416,southwest
1998,AZ,"Electric Generators, Electric Utilities",Nuclear,30301045,southwest
1998,AZ,"Electric Generators, Electric Utilities",Petroleum,61227,southwest
1998,AZ,"Electric Generators, Electric Utilities",Pumped Storage,268991,southwest
1998,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0,southwest
1998,AZ,"combined Heat and Power, Industrial Power",Total,365507,southwest
1998,AZ,"combined Heat and Power, Industrial Power",Coal,338054,southwest
1998,AZ,"combined Heat and Power, Industrial Power",Natural Gas,27012,southwest
1998,AZ,"combined Heat and Power, Industrial Power",Petroleum,441,southwest
1998,AZ,"combined Heat and Power, Electric Power",Total,410095,southwest
1998,AZ,"combined Heat and Power, Electric Power",Natural Gas,410095,southwest
1998,AZ,"combined Heat and Power, Commercial Power",Total,20229,southwest
1998,AZ,"combined Heat and Power, Commercial Power",Natural Gas,18681,southwest
1998,AZ,"combined Heat and Power, Commercial Power",Petroleum,1548,southwest
1999,AZ,Total Electric Power Industry,Total,83893173,southwest
1999,AZ,Total Electric Power Industry,Coal,38305165,southwest
1999,AZ,Total Electric Power Industry,Hydroelectric Conventional,9758817,southwest
1999,AZ,Total Electric Power Industry,Natural Gas,5034445,southwest
1999,AZ,Total Electric Power Industry,Nuclear,30415572,southwest
1999,AZ,Total Electric Power Industry,Other Biomass,4784,southwest
1999,AZ,Total Electric Power Industry,Petroleum,50355,southwest
1999,AZ,Total Electric Power Industry,Pumped Storage,324035,southwest
1999,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,southwest
1999,AZ,"Electric Generators, Electric Utilities",Total,83095924,southwest
1999,AZ,"Electric Generators, Electric Utilities",Coal,37994159,southwest
1999,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9758817,southwest
1999,AZ,"Electric Generators, Electric Utilities",Natural Gas,4557054,southwest
1999,AZ,"Electric Generators, Electric Utilities",Nuclear,30415572,southwest
1999,AZ,"Electric Generators, Electric Utilities",Petroleum,46287,southwest
1999,AZ,"Electric Generators, Electric Utilities",Pumped Storage,324035,southwest
1999,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0,southwest
1999,AZ,"combined Heat and Power, Industrial Power",Total,326745,southwest
1999,AZ,"combined Heat and Power, Industrial Power",Coal,311006,southwest
1999,AZ,"combined Heat and Power, Industrial Power",Natural Gas,15005,southwest
1999,AZ,"combined Heat and Power, Industrial Power",Petroleum,734,southwest
1999,AZ,"combined Heat and Power, Electric Power",Total,434337,southwest
1999,AZ,"combined Heat and Power, Electric Power",Natural Gas,434337,southwest
1999,AZ,"combined Heat and Power, Commercial Power",Total,36167,southwest
1999,AZ,"combined Heat and Power, Commercial Power",Natural Gas,28049,southwest
1999,AZ,"combined Heat and Power, Commercial Power",Other Biomass,4784,southwest
1999,AZ,"combined Heat and Power, Commercial Power",Petroleum,3334,southwest
2000,AZ,Total Electric Power Industry,Total,88946577,southwest
2000,AZ,Total Electric Power Industry,Coal,40993129,southwest
2000,AZ,Total Electric Power Industry,Hydroelectric Conventional,8354216,southwest
2000,AZ,Total Electric Power Industry,Natural Gas,8734799,southwest
2000,AZ,Total Electric Power Industry,Nuclear,30380571,southwest
2000,AZ,Total Electric Power Industry,Other Biomass,4583,southwest
2000,AZ,Total Electric Power Industry,Petroleum,190323,southwest
2000,AZ,Total Electric Power Industry,Pumped Storage,288956,southwest
2000,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,southwest
2000,AZ,"Electric Generators, Electric Utilities",Total,88149792,southwest
2000,AZ,"Electric Generators, Electric Utilities",Coal,40662627,southwest
2000,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8354216,southwest
2000,AZ,"Electric Generators, Electric Utilities",Natural Gas,8274026,southwest
2000,AZ,"Electric Generators, Electric Utilities",Nuclear,30380571,southwest
2000,AZ,"Electric Generators, Electric Utilities",Petroleum,189396,southwest
2000,AZ,"Electric Generators, Electric Utilities",Pumped Storage,288956,southwest
2000,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0,southwest
2000,AZ,"combined Heat and Power, Industrial Power",Total,346695,southwest
2000,AZ,"combined Heat and Power, Industrial Power",Coal,330502,southwest
2000,AZ,"combined Heat and Power, Industrial Power",Natural Gas,15402,southwest
2000,AZ,"combined Heat and Power, Industrial Power",Petroleum,791,southwest
2000,AZ,"combined Heat and Power, Electric Power",Total,424752,southwest
2000,AZ,"combined Heat and Power, Electric Power",Natural Gas,424752,southwest
2000,AZ,"combined Heat and Power, Commercial Power",Total,25338,southwest
2000,AZ,"combined Heat and Power, Commercial Power",Natural Gas,20619,southwest
2000,AZ,"combined Heat and Power, Commercial Power",Other Biomass,4583,southwest
2000,AZ,"combined Heat and Power, Commercial Power",Petroleum,136,southwest
2001,AZ,Total Electric Power Industry,Total,89911272,southwest
2001,AZ,Total Electric Power Industry,Coal,40061494,southwest
2001,AZ,Total Electric Power Industry,Hydroelectric Conventional,7623565,southwest
2001,AZ,Total Electric Power Industry,Natural Gas,12872200,southwest
2001,AZ,Total Electric Power Industry,Nuclear,28724076,southwest
2001,AZ,Total Electric Power Industry,Other Biomass,38948,southwest
2001,AZ,Total Electric Power Industry,Petroleum,314206,southwest
2001,AZ,Total Electric Power Industry,Pumped Storage,276294,southwest
2001,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,489,southwest
2001,AZ,"Electric Generators, Independent Power Producers",Total,3289871,southwest
2001,AZ,"Electric Generators, Independent Power Producers",Natural Gas,3289871,southwest
2001,AZ,"Electric Generators, Electric Utilities",Total,85807868,southwest
2001,AZ,"Electric Generators, Electric Utilities",Coal,39731623,southwest
2001,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7623565,southwest
2001,AZ,"Electric Generators, Electric Utilities",Natural Gas,9106433,southwest
2001,AZ,"Electric Generators, Electric Utilities",Nuclear,28724076,southwest
2001,AZ,"Electric Generators, Electric Utilities",Other Biomass,33601,southwest
2001,AZ,"Electric Generators, Electric Utilities",Petroleum,311787,southwest
2001,AZ,"Electric Generators, Electric Utilities",Pumped Storage,276294,southwest
2001,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,489,southwest
2001,AZ,"combined Heat and Power, Industrial Power",Total,331912,southwest
2001,AZ,"combined Heat and Power, Industrial Power",Coal,329871,southwest
2001,AZ,"combined Heat and Power, Industrial Power",Natural Gas,253,southwest
2001,AZ,"combined Heat and Power, Industrial Power",Petroleum,1788,southwest
2001,AZ,"combined Heat and Power, Electric Power",Total,458815,southwest
2001,AZ,"combined Heat and Power, Electric Power",Natural Gas,458815,southwest
2001,AZ,"combined Heat and Power, Commercial Power",Total,22806,southwest
2001,AZ,"combined Heat and Power, Commercial Power",Natural Gas,16828,southwest
2001,AZ,"combined Heat and Power, Commercial Power",Other Biomass,5347,southwest
2001,AZ,"combined Heat and Power, Commercial Power",Petroleum,631,southwest
2002,AZ,Total Electric Power Industry,Total,94131666,southwest
2002,AZ,Total Electric Power Industry,Coal,38226631,southwest
2002,AZ,Total Electric Power Industry,Hydroelectric Conventional,7427180,southwest
2002,AZ,Total Electric Power Industry,Natural Gas,17293015,southwest
2002,AZ,Total Electric Power Industry,Nuclear,30861911,southwest
2002,AZ,Total Electric Power Industry,Other,87714,southwest
2002,AZ,Total Electric Power Industry,Other Biomass,53346,southwest
2002,AZ,Total Electric Power Industry,Petroleum,57446,southwest
2002,AZ,Total Electric Power Industry,Pumped Storage,123964,southwest
2002,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,459,southwest
2002,AZ,"Electric Generators, Independent Power Producers",Total,10954286,southwest
2002,AZ,"Electric Generators, Independent Power Producers",Natural Gas,10866572,southwest
2002,AZ,"Electric Generators, Independent Power Producers",Other,87714,southwest
2002,AZ,"Electric Generators, Independent Power Producers",Other Biomass,0,southwest
2002,AZ,"Electric Generators, Electric Utilities",Total,81710063,southwest
2002,AZ,"Electric Generators, Electric Utilities",Coal,37957468,southwest
2002,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7427180,southwest
2002,AZ,"Electric Generators, Electric Utilities",Natural Gas,5238416,southwest
2002,AZ,"Electric Generators, Electric Utilities",Nuclear,30861911,southwest
2002,AZ,"Electric Generators, Electric Utilities",Other Biomass,49604,southwest
2002,AZ,"Electric Generators, Electric Utilities",Petroleum,51061,southwest
2002,AZ,"Electric Generators, Electric Utilities",Pumped Storage,123964,southwest
2002,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,459,southwest
2002,AZ,"combined Heat and Power, Industrial Power",Total,295841,southwest
2002,AZ,"combined Heat and Power, Industrial Power",Coal,269163,southwest
2002,AZ,"combined Heat and Power, Industrial Power",Natural Gas,20427,southwest
2002,AZ,"combined Heat and Power, Industrial Power",Petroleum,6251,southwest
2002,AZ,"combined Heat and Power, Electric Power",Total,1153078,southwest
2002,AZ,"combined Heat and Power, Electric Power",Natural Gas,1153078,southwest
2002,AZ,"combined Heat and Power, Commercial Power",Total,18398,southwest
2002,AZ,"combined Heat and Power, Commercial Power",Natural Gas,14522,southwest
2002,AZ,"combined Heat and Power, Commercial Power",Other Biomass,3742,southwest
2002,AZ,"combined Heat and Power, Commercial Power",Petroleum,134,southwest
2003,AZ,Total Electric Power Industry,Total,94396218,southwest
2003,AZ,Total Electric Power Industry,Coal,38091409,southwest
2003,AZ,Total Electric Power Industry,Hydroelectric Conventional,7074984,southwest
2003,AZ,Total Electric Power Industry,Natural Gas,18932641,southwest
2003,AZ,Total Electric Power Industry,Nuclear,28581053,southwest
2003,AZ,Total Electric Power Industry,Other,1338595,southwest
2003,AZ,Total Electric Power Industry,Other Biomass,44874,southwest
2003,AZ,Total Electric Power Industry,Petroleum,48677,southwest
2003,AZ,Total Electric Power Industry,Pumped Storage,283590,southwest
2003,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,395,southwest
2003,AZ,"Electric Generators, Independent Power Producers",Total,11851148,southwest
2003,AZ,"Electric Generators, Independent Power Producers",Natural Gas,10512553,southwest
2003,AZ,"Electric Generators, Independent Power Producers",Other,1338595,southwest
2003,AZ,"Electric Generators, Independent Power Producers",Petroleum,0,southwest
2003,AZ,"Electric Generators, Electric Utilities",Total,80348246,southwest
2003,AZ,"Electric Generators, Electric Utilities",Coal,37739559,southwest
2003,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7074984,southwest
2003,AZ,"Electric Generators, Electric Utilities",Natural Gas,6580927,southwest
2003,AZ,"Electric Generators, Electric Utilities",Nuclear,28581053,southwest
2003,AZ,"Electric Generators, Electric Utilities",Other Biomass,41031,southwest
2003,AZ,"Electric Generators, Electric Utilities",Petroleum,46706,southwest
2003,AZ,"Electric Generators, Electric Utilities",Pumped Storage,283590,southwest
2003,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,395,southwest
2003,AZ,"combined Heat and Power, Industrial Power",Total,356186,southwest
2003,AZ,"combined Heat and Power, Industrial Power",Coal,351850,southwest
2003,AZ,"combined Heat and Power, Industrial Power",Natural Gas,2538,southwest
2003,AZ,"combined Heat and Power, Industrial Power",Petroleum,1798,southwest
2003,AZ,"combined Heat and Power, Electric Power",Total,1823205,southwest
2003,AZ,"combined Heat and Power, Electric Power",Natural Gas,1823205,southwest
2003,AZ,"combined Heat and Power, Commercial Power",Total,17433,southwest
2003,AZ,"combined Heat and Power, Commercial Power",Natural Gas,13418,southwest
2003,AZ,"combined Heat and Power, Commercial Power",Other Biomass,3843,southwest
2003,AZ,"combined Heat and Power, Commercial Power",Petroleum,172,southwest
2004,AZ,Total Electric Power Industry,Total,104564143,southwest
2004,AZ,Total Electric Power Industry,Coal,39810556,southwest
2004,AZ,Total Electric Power Industry,Hydroelectric Conventional,6973147,southwest
2004,AZ,Total Electric Power Industry,Natural Gas,28264943,southwest
2004,AZ,Total Electric Power Industry,Nuclear,28112609,southwest
2004,AZ,Total Electric Power Industry,Other,1367550,southwest
2004,AZ,Total Electric Power Industry,Other Biomass,43998,southwest
2004,AZ,Total Electric Power Industry,Petroleum,40516,southwest
2004,AZ,Total Electric Power Industry,Pumped Storage,-53440,southwest
2004,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,4265,southwest
2004,AZ,"Electric Generators, Independent Power Producers",Total,20891079,southwest
2004,AZ,"Electric Generators, Independent Power Producers",Natural Gas,19523529,southwest
2004,AZ,"Electric Generators, Independent Power Producers",Other,1367550,southwest
2004,AZ,"Electric Generators, Independent Power Producers",Petroleum,0,southwest
2004,AZ,"Electric Generators, Electric Utilities",Total,81351521,southwest
2004,AZ,"Electric Generators, Electric Utilities",Coal,39419177,southwest
2004,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6973147,southwest
2004,AZ,"Electric Generators, Electric Utilities",Natural Gas,6812355,southwest
2004,AZ,"Electric Generators, Electric Utilities",Nuclear,28112609,southwest
2004,AZ,"Electric Generators, Electric Utilities",Other Biomass,43994,southwest
2004,AZ,"Electric Generators, Electric Utilities",Petroleum,39414,southwest
2004,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-53440,southwest
2004,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4265,southwest
2004,AZ,"combined Heat and Power, Industrial Power",Total,396639,southwest
2004,AZ,"combined Heat and Power, Industrial Power",Coal,391379,southwest
2004,AZ,"combined Heat and Power, Industrial Power",Natural Gas,4168,southwest
2004,AZ,"combined Heat and Power, Industrial Power",Petroleum,1092,southwest
2004,AZ,"combined Heat and Power, Electric Power",Total,1873640,southwest
2004,AZ,"combined Heat and Power, Electric Power",Natural Gas,1873640,southwest
2004,AZ,"combined Heat and Power, Commercial Power",Total,51264,southwest
2004,AZ,"combined Heat and Power, Commercial Power",Natural Gas,51251,southwest
2004,AZ,"combined Heat and Power, Commercial Power",Other Biomass,4,southwest
2004,AZ,"combined Heat and Power, Commercial Power",Petroleum,10,southwest
2005,AZ,Total Electric Power Industry,Total,101478654,southwest
2005,AZ,Total Electric Power Industry,Coal,40143534,southwest
2005,AZ,Total Electric Power Industry,Hydroelectric Conventional,6410064,southwest
2005,AZ,Total Electric Power Industry,Natural Gas,28893013,southwest
2005,AZ,Total Electric Power Industry,Nuclear,25807446,southwest
2005,AZ,Total Electric Power Industry,Other Biomass,48356,southwest
2005,AZ,Total Electric Power Industry,Petroleum,43237,southwest
2005,AZ,Total Electric Power Industry,Pumped Storage,107365,southwest
2005,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,13581,southwest
2005,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,12058,southwest
2005,AZ,"Electric Generators, Independent Power Producers",Total,16390466,southwest
2005,AZ,"Electric Generators, Independent Power Producers",Natural Gas,16378408,southwest
2005,AZ,"Electric Generators, Independent Power Producers",Petroleum,0,southwest
2005,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,12058,southwest
2005,AZ,"Electric Generators, Electric Utilities",Total,82914964,southwest
2005,AZ,"Electric Generators, Electric Utilities",Coal,39750729,southwest
2005,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6410064,southwest
2005,AZ,"Electric Generators, Electric Utilities",Natural Gas,10739962,southwest
2005,AZ,"Electric Generators, Electric Utilities",Nuclear,25807446,southwest
2005,AZ,"Electric Generators, Electric Utilities",Other Biomass,44690,southwest
2005,AZ,"Electric Generators, Electric Utilities",Petroleum,41127,southwest
2005,AZ,"Electric Generators, Electric Utilities",Pumped Storage,107365,southwest
2005,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,13581,southwest
2005,AZ,"combined Heat and Power, Industrial Power",Total,412546,southwest
2005,AZ,"combined Heat and Power, Industrial Power",Coal,392805,southwest
2005,AZ,"combined Heat and Power, Industrial Power",Natural Gas,17639,southwest
2005,AZ,"combined Heat and Power, Industrial Power",Petroleum,2102,southwest
2005,AZ,"combined Heat and Power, Electric Power",Total,1688843,southwest
2005,AZ,"combined Heat and Power, Electric Power",Natural Gas,1688843,southwest
2005,AZ,"combined Heat and Power, Commercial Power",Total,71835,southwest
2005,AZ,"combined Heat and Power, Commercial Power",Natural Gas,68162,southwest
2005,AZ,"combined Heat and Power, Commercial Power",Other Biomass,3666,southwest
2005,AZ,"combined Heat and Power, Commercial Power",Petroleum,8,southwest
2006,AZ,Total Electric Power Industry,Total,104392528,southwest
2006,AZ,Total Electric Power Industry,Coal,40442855,southwest
2006,AZ,Total Electric Power Industry,Hydroelectric Conventional,6792904,southwest
2006,AZ,Total Electric Power Industry,Natural Gas,32869047,southwest
2006,AZ,Total Electric Power Industry,Nuclear,24012231,southwest
2006,AZ,Total Electric Power Industry,Other Biomass,32193,southwest
2006,AZ,Total Electric Power Industry,Petroleum,73371,southwest
2006,AZ,Total Electric Power Industry,Pumped Storage,148552,southwest
2006,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,13134,southwest
2006,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,8240,southwest
2006,AZ,"Electric Generators, Independent Power Producers",Total,17616522,southwest
2006,AZ,"Electric Generators, Independent Power Producers",Natural Gas,17608282,southwest
2006,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,8240,southwest
2006,AZ,"Electric Generators, Electric Utilities",Total,84355976,southwest
2006,AZ,"Electric Generators, Electric Utilities",Coal,40056468,southwest
2006,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6792904,southwest
2006,AZ,"Electric Generators, Electric Utilities",Natural Gas,13232997,southwest
2006,AZ,"Electric Generators, Electric Utilities",Nuclear,24012231,southwest
2006,AZ,"Electric Generators, Electric Utilities",Other Biomass,27929,southwest
2006,AZ,"Electric Generators, Electric Utilities",Petroleum,71761,southwest
2006,AZ,"Electric Generators, Electric Utilities",Pumped Storage,148552,southwest
2006,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,13134,southwest
2006,AZ,"combined Heat and Power, Industrial Power",Total,388734,southwest
2006,AZ,"combined Heat and Power, Industrial Power",Coal,386387,southwest
2006,AZ,"combined Heat and Power, Industrial Power",Natural Gas,737,southwest
2006,AZ,"combined Heat and Power, Industrial Power",Petroleum,1610,southwest
2006,AZ,"combined Heat and Power, Electric Power",Total,1959088,southwest
2006,AZ,"combined Heat and Power, Electric Power",Natural Gas,1959088,southwest
2006,AZ,"combined Heat and Power, Commercial Power",Total,72208,southwest
2006,AZ,"combined Heat and Power, Commercial Power",Natural Gas,67944,southwest
2006,AZ,"combined Heat and Power, Commercial Power",Other Biomass,4264,southwest
2006,AZ,"combined Heat and Power, Commercial Power",Petroleum,0,southwest
2007,AZ,Total Electric Power Industry,Total,113340970,southwest
2007,AZ,Total Electric Power Industry,Coal,41275362,southwest
2007,AZ,Total Electric Power Industry,Hydroelectric Conventional,6597671,southwest
2007,AZ,Total Electric Power Industry,Natural Gas,38469221,southwest
2007,AZ,Total Electric Power Industry,Nuclear,26782391,southwest
2007,AZ,Total Electric Power Industry,Other Biomass,32990,southwest
2007,AZ,Total Electric Power Industry,Petroleum,49276,southwest
2007,AZ,Total Electric Power Industry,Pumped Storage,125411,southwest
2007,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,8649,southwest
2007,AZ,"Electric Generators, Independent Power Producers",Total,22209365,southwest
2007,AZ,"Electric Generators, Independent Power Producers",Natural Gas,22209365,southwest
2007,AZ,"Electric Generators, Electric Utilities",Total,88825573,southwest
2007,AZ,"Electric Generators, Electric Utilities",Coal,40911234,southwest
2007,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6597671,southwest
